name,city,price,stars,rating_text,num_reviews,total_rating,staff,facilities,cleanliness,comfort,value_for_money,location_rating
Hill Crown Hotel & Resort,Bāndarban,"BDT 1,661",0,Review score,1,2,2.5,-1,-1,-1,-1,-1
Dhaka Regency Hotel & Resort Limited,Dhaka,"BDT 13,844",5,Review score,127,6.9,-1,7.7,7.4,7.8,7.6,6.6
Hotel Ornate,Dhaka,"BDT 2,769",3,Review score,275,6.2,7,6.7,6.4,7.8,7.3,-1
Hotel Ornate,Dhaka,"BDT 2,769",3,Review score,275,6.2,7,6.7,6.4,7.8,7.3,-1
Hotel Aranna Residential,Barpāra,"BDT 1,883",0,Good,5,7,8.5,-1,-1,-1,-1,-1
Full Flat-Cheap Budget,Alinagar,"BDT 2,132",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Grand Mostafa Hotel Ababil,Sylhet,"BDT 4,984",4,Good,127,7.8,-1,8.3,7.9,8.7,8.7,8.3
Japanese lodge hydrangea,"Uttara, Dhaka","BDT 5,537",0,Exceptional,9,9.6,10,-1,-1,-1,-1,-1
Hotel Blue Sky Inn Banani,"Gulshan, Dhaka","BDT 3,688",2,Very Good,4,8.3,9.4,9.4,10,-1,-1,-1
Small Luxury flat close to La Méridien Dhaka,Dhaka,"BDT 2,492",0,Review score,6,6.7,9,-1,-1,-1,-1,-1
Hotel Windy Terrace,Cox's Bazar,"BDT 3,876",0,Good,133,7.1,8,8,7.5,7.2,8.3,-1
Amzad Da,Khulna,"BDT 1,661",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Smart Hostel,Dhaka,"BDT 3,322",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Mira Garden,Sylhet,"BDT 3,876",4,Good,273,7.9,8.6,7.9,8.5,8.4,7.9,8.3
Civic Inn,"Uttara, Dhaka","BDT 3,876",3,Review score,277,6.1,6.7,6.9,6.4,7.9,6.7,-1
Marry House,Dhaka,"BDT 2,203",0,Review score,10,3.8,6,6,6.8,-1,-1,-1
Secured Studio Apartment near Airport AC WiFi Oven,Dhaka,"BDT 1,037",0,Review score,20,4.8,4.5,-1,-1,-1,-1,-1
Hotel New Royal Palace Dhanmondi,Dhaka,"BDT 1,661",2,Review score,27,5.8,6.5,6.5,6.7,6.7,7.4,4
Paradise Place (Bashundhara R/A),Joār Sāhāra,"BDT 2,879",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Inani Beach Resort & Spa,Cox's Bazar,"BDT 4,208",3,Review score,3,5.7,10,8.8,7.5,8.8,-1,-1
Hotel Prime Inn Mirpur 10,"Mirpur, Dhaka","BDT 1,883",2,Good,13,7,7.3,7.5,7.5,7.7,7.5,-1
Lakeshore Heights,"Gulshan, Dhaka","BDT 10,765",4,Review score,0,0,-1,-1,-1,-1,-1,-1
Grand Akther Sylhet,Sylhet,"BDT 1,993",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Silver Moon,Ināni,"BDT 4,264",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Grand Brothers,Sylhet,"BDT 1,329",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Luxury Furnished Apartment Dhaka,Dhaka,"BDT 4,233",0,Review score,2,4.5,5,-1,-1,-1,-1,-1
Hotel Nice Look International,"Uttara, Dhaka","BDT 3,322",3,Good,5,7.4,8,8,8,8,-1,-1
Where Luxury Meets Convenience.,Dhaka,"BDT 3,605",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Where Luxury Meets Convenience.,Dhaka,"BDT 3,605",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Jatra Hotel Grand Royal,Dhaka,"BDT 4,149",4,Good,95,7.1,7.7,8.1,7.8,7.3,8.6,-1
Holiday Xpress,Dhaka,"BDT 3,212",3,Review score,41,6,7.1,7.2,7,7.8,6.6,-1
Hotel Square Park,Rāngāmāti,"BDT 1,550",0,Review score,4,3.8,6.7,-1,-1,-1,-1,-1
White Park Boutique Hotel,Chittagong,"BDT 2,990",0,Review score,73,5.4,7.8,-1,-1,-1,-1,-1
Hotel Ashrafee,Dhaka,"BDT 3,765",3,Good,6,7.5,7.5,7.5,7.9,8.3,-1,-1
Hotel Sea Cox,Cox's Bazar,"BDT 2,769",3,Review score,174,5.8,6.3,6.7,5.9,7.8,5.4,-1
The Elite Residence Dhaka,"Uttara, Dhaka","BDT 2,736",4,Review score,134,6.8,-1,8.1,7.1,7.3,7.4,7.3
Ali International Hotel,Dhaka,"BDT 1,395",0,Review score,79,5.6,5.8,6.2,4.8,-1,-1,-1
Castle Bay Touch Cox's Bazar,Cox's Bazar,"BDT 3,655",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Sea World Cox's Bazar,Cox's Bazar,"BDT 2,326",3,Review score,66,5.3,6.2,6.3,6.3,6.1,7.6,7.5
Hotel As Shams International,Dhaka,"BDT 1,495",1,Review score,130,5.3,6.2,6.2,5.6,6.5,6.3,-1
Cozy Studio Apartment Basundhara Near By Airport,Dhaka,"BDT 2,492",0,Review score,10,6.8,7.8,6.8,8.8,-1,-1,-1
Sreemangal Inn Hotel & Restaurant,Sreemangal,"BDT 2,215",0,Review score,9,5,6.9,-1,-1,-1,-1,-1
Beststay Uttara Full furnished apartment with AC Wifi,"Uttara, Dhaka","BDT 2,144",0,Review score,11,6.5,8.2,7.7,8.2,-1,-1,-1
Maati properties,Dhaka,"BDT 2,492",0,Review score,2,3,3.8,5,6.3,-1,-1,-1
GRAND MAFI,Sylhet,"BDT 2,558",3,Good,34,7,7.4,7.9,7.5,7.3,8,5.4
Hotel the grand hyatt,Dhaka,"BDT 5,537",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Shalimar Motijheel - Centre of City,Dhaka,"BDT 2,891",3,Review score,89,5.6,5.8,5.9,8.1,-1,-1,-1
Hotel Diamond Park,Chittagong,"BDT 1,329",0,Review score,43,5.8,6.5,7.4,5,-1,-1,-1
Cox Beach Resort,Cox's Bazar,"BDT 1,772",0,Review score,33,6,7.2,-1,-1,-1,-1,-1
Rose View Hotel,Sylhet,"BDT 6,280",5,Review score,100,6.7,7.6,7.1,7.2,7.3,6.5,8
Hotel Nandini,Dhaka,"BDT 5,150",3,Review score,36,6.9,7.8,8,8,7.3,8.1,10
Shahjadi Resort,Cox's Bazar,"BDT 1,661",0,Review score,13,4,6,7.1,10,-1,-1,-1
Evergreen Guest Lodge,Dhaka,"BDT 2,193",0,Wonderful,1,9,7.5,-1,-1,-1,-1,-1
Evergreen Guest Lodge,Dhaka,"BDT 2,193",0,Wonderful,1,9,7.5,-1,-1,-1,-1,-1
Hotel Windy Terrace,Cox's Bazar,"BDT 3,876",0,Good,133,7.1,8,8,7.5,7.2,8.3,-1
HANSA- A Premium Residence,"Uttara, Dhaka","BDT 12,182",4,Very Good,19,8,-1,9.2,8.7,8.8,8.8,7.9
Secured Studio Apartment near Airport AC WiFi Oven,Dhaka,"BDT 1,037",0,Review score,20,4.8,4.5,-1,-1,-1,-1,-1
Paradise Place (Bashundhara R/A),Joār Sāhāra,"BDT 2,879",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Unique Regency Dhaka,"Gulshan, Dhaka","BDT 7,177",4,Review score,16,6.8,8.4,7.9,8.8,-1,-1,-1
Silver Moon,Ināni,"BDT 4,264",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Grand Shah Kamal,Sylhet,"BDT 2,547",2,Exceptional,1,10,10,10,10,-1,-1,-1
Hotel Golden Hill,Cox's Bazar,"BDT 3,101",0,Review score,50,5.9,7,-1,-1,-1,-1,-1
Maple Crest Service Apartment,"Gulshan, Dhaka","BDT 2,523",0,Good,12,7.8,7.5,9.4,-1,-1,-1,-1
Cozy Budget Friendly Ac Room (Non Attached),Dhaka,"BDT 1,894",0,Review score,6,5.7,6.7,-1,-1,-1,-1,-1
Garden Residents,"Uttara, Dhaka","BDT 2,589",3,Good,100,7,7.3,7.5,7.5,7.3,8.2,7.3
Hotel City Panthapath,Dhaka,"BDT 2,215",0,Good,8,7,6.6,8.8,10,-1,-1,-1
Hotel Singapore Mirpur 10,"Mirpur, Dhaka","BDT 1,903",0,Review score,24,4.8,5.1,7,5,-1,-1,-1
Your home Away,Sylhet,"BDT 3,322",0,Excellent,5,8.6,8.8,-1,-1,-1,-1,-1
Hotel Amir's Residence,Dhaka,"BDT 2,326",0,Review score,12,6,6.3,6.4,5,-1,-1,-1
Hotel Progati Inn Ltd.,Dhaka,"BDT 3,987",0,Review score,16,6.1,5.9,7.3,8.8,-1,-1,-1
Hotel Green Land,Bāndarban,"BDT 1,772",0,Review score,10,5.1,5.3,7.2,5,-1,-1,-1
Hotel Grand Lotus,Sylhet,"BDT 1,993",2,Review score,0,0,-1,-1,-1,-1,-1,-1
HOTEL LAKE CASTLE' Diplomatic Zone,"Gulshan, Dhaka","BDT 8,011",4,Very Good,66,8,7.7,8.2,8.4,7.9,9,8.4
DAC Peaceful AC King Bed WIFI & 24hr Security,"Uttara, Dhaka","BDT 1,993",0,Review score,2,4,2.5,-1,-1,-1,-1,-1
Mohammadia Restaurant & Guest House,Dhaka,"BDT 1,329",0,Review score,8,4.8,5.9,5.9,2.5,-1,-1,-1
Hotel GM Palace,Chittagong,"BDT 1,218",0,Review score,22,3.2,5.2,-1,-1,-1,-1,-1
Live in Maati,Dhaka,"BDT 2,990",0,Wonderful,1,9,10,7.5,10,-1,-1,-1
Hotel Regal Palace,Chittagong,"BDT 1,218",1,Review score,15,3.9,5.2,5.5,5.2,5.3,4.2,-1
Hotel Regal Palace,Chittagong,"BDT 1,218",1,Review score,15,3.9,5.2,5.5,5.2,5.3,4.2,-1
Lake View Uttara Secured Peaceful AC Near Airport with Free Lift + Car Parking,"Uttara, Dhaka","BDT 3,101",0,Wonderful,2,9,8.8,-1,-1,-1,-1,-1
Garden Residents,"Uttara, Dhaka","BDT 2,589",3,Good,100,7,7.3,7.5,7.5,7.3,8.2,7.3
Hotel Amir's Residence,Dhaka,"BDT 2,326",0,Review score,12,6,6.3,6.4,5,-1,-1,-1
DAC Peaceful AC King Bed WIFI & 24hr Security,"Uttara, Dhaka","BDT 1,993",0,Review score,2,4,2.5,-1,-1,-1,-1,-1
Muscat Holiday Resort,Cox's Bazar,"BDT 1,661",3,Review score,101,6.4,7.7,7.5,7.4,6.9,7.5,-1
Prime Park Hotel,Cox's Bazar,"BDT 3,655",3,Good,168,7.3,8.4,7.6,7.9,8,7.8,6.7
Hotel Belmond City,Chittagong,"BDT 1,218",0,Review score,20,4.8,6,-1,-1,-1,-1,-1
Hotel Victoria Inn,Dhaka,"BDT 1,866",0,Review score,10,5.8,6.8,-1,-1,-1,-1,-1
Century Park Residence,"Gulshan, Dhaka","BDT 4,236",4,Review score,61,5.5,5.9,6,5.6,7.9,7,-1
Ascott The Residence Dhaka,Dhaka,"BDT 9,031",3,Excellent,16,8.6,8.1,9.1,8.8,8.6,9.1,8.1
Ur Homestay Airport+AC+Secured+Lift+WIFI Uttara,"Uttara, Dhaka","BDT 2,658",0,Review score,9,5,6.7,6.4,6.7,-1,-1,-1
Memento Residence,"Uttara, Dhaka","BDT 3,190",3,Review score,37,6.7,7.1,7.3,6.9,7.5,8.8,-1
Dhaka Airport Hotel,"Uttara, Dhaka","BDT 4,485",3,Good,1,7,5,5,5,-1,-1,-1
La Vista Hotel,Sylhet,"BDT 2,093",3,Review score,29,6.1,6.5,6.3,6.5,6.3,7.9,6.3
The Zabeer Dhaka,"Uttara, Dhaka","BDT 7,600",3,Good,26,7.8,8.7,8.8,8.1,8.8,-1,-1
Hotel Royal Blue Residence,"Uttara, Dhaka","BDT 1,783",0,Review score,9,3.4,3.6,5,5,-1,-1,-1
Asian SR Hotel,Chittagong,"BDT 3,322",2,Review score,14,6.5,7,7.3,7.3,7.9,5,-1
Hotel Supreme,Sylhet,"BDT 2,163",3,Review score,114,6.5,7.3,7.4,7.1,7.9,7,-1
Chittagong Apartment Service Banani,"Gulshan, Dhaka","BDT 2,990",2,Review score,6,5.5,5.6,6.3,5,-1,-1,-1
Ur Homestay Lake Passion,"Uttara, Dhaka","BDT 2,791",0,Good,13,7.2,7.9,7.5,8.7,-1,-1,-1
Sohbar Wander Camp,Bholāganj,"BDT 1,661",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Platinum Hotel Ltd,"Uttara, Dhaka","BDT 2,891",3,Review score,29,4.2,5.4,5.4,6.5,-1,-1,-1
Grand Plaza Hotel,"Uttara, Dhaka","BDT 3,876",0,Wonderful,1,9,2.5,-1,-1,-1,-1,-1
Jatra Shaheb Bari Resort,Ātlora,"BDT 6,180",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Jatra Shaheb Bari Resort,Ātlora,"BDT 6,180",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Grand Faisal,"Uttara, Dhaka","BDT 2,691",0,Good,22,7.4,-1,8.3,8.1,7.7,7.6,7.6
"Britannia Beach Resort- Inani Beach, Cox'sbazar",Nidānia,"BDT 5,918",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel De Meridian Ltd,"Uttara, Dhaka","BDT 2,549",2,Good,11,7.5,7.5,6.8,7.5,7.5,6.6,8.2
Praasad Paradise,Cox's Bazar,"BDT 6,423",3,Review score,32,6,6.2,6.2,5.4,8.7,7.5,-1
The Castle Inn,"Uttara, Dhaka","BDT 6,313",4,Good,31,7.6,7.7,7.6,7.5,7.7,8.3,-1
Mohammadia Restaurant & Guest House 2,Dhaka,"BDT 1,993",0,Review score,6,6.2,6.7,6.7,7.9,-1,-1,-1
Hotel Purbani,Dhaka,"BDT 9,414",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Index Zaira,"Uttara, Dhaka","BDT 3,322",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Mermaid Beach Resort,Dhoāpālong,"BDT 24,586",0,Review score,5,6.4,5,8.5,-1,-1,-1,-1
Hotel Singapore International,"Mirpur, Dhaka","BDT 1,883",2,Review score,2,3,6.3,2.5,8.8,-1,-1,-1
Hill Palace Resort,Bāndarban,"BDT 2,104",0,Review score,4,2.3,5.8,-1,-1,-1,-1,-1
KM Bros Apartments,Sylhet,"BDT 1,993",0,Good,1,7,7.5,10,5,-1,-1,-1
Sweet Family Studio AC Apartment,Dhaka,"BDT 1,495",0,Exceptional,1,10,10,-1,-1,-1,-1,-1
Cozy Red Velvete Room,Dhaka,"BDT 1,754",0,Review score,2,4.5,5,6.3,6.3,5,-1,-1
Crown Palace Residence,"Uttara, Dhaka","BDT 3,708",3,Good,21,7.1,7,8.5,8,7.6,8,8.1
The Parisian Homestay,Dhaka,"BDT 2,215",0,Good,84,7.3,8.1,7.5,8.8,6.5,-1,-1
Hotel Royal Palace Pvt Ltd,Dhaka,"BDT 2,368",3,Review score,21,5.7,6.3,6.5,5.9,7.4,-1,-1
Hotel Highgarden,"Uttara, Dhaka","BDT 6,707",3,Good,27,7.7,8.7,8.6,7.7,8.4,8,-1
Incredible Home In Chittagong !,Chittagong,"BDT 8,722",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Vista Bay,Cox's Bazar,"BDT 3,101",0,Review score,33,6.3,6.7,7.6,6.3,-1,-1,-1
Hotel Saint Martin Ltd.,Chittagong,"BDT 5,980",3,Review score,1,3,7.5,2.5,7.5,-1,-1,-1
Inani Royal Resort,Ināni,"BDT 3,544",3,Review score,6,3.8,4.2,4.5,4.6,7.5,7.5,-1
Full Furnished apartment Dhaka,Dhaka,"BDT 3,212",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Private Room in Bashundhara near Airport,Dhaka,"BDT 2,071",0,Good,2,7.5,7.5,-1,-1,-1,-1,-1
Private Room in Bashundhara near Airport,Dhaka,"BDT 1,554",0,Good,2,7.5,7.5,-1,-1,-1,-1,-1
eshikhon,Dhaka,"BDT 1,107",0,Review score,3,6.3,4.2,-1,-1,-1,-1,-1
Hotel Padma Residential,Dhaka,"BDT 1,866",0,Review score,5,6.8,7,-1,-1,-1,-1,-1
Greenville apartment,Dhaka,"BDT 3,012",0,Review score,2,6,8.8,-1,-1,-1,-1,-1
Marry House,Dhaka,"BDT 2,165",0,Review score,14,4.7,7.1,-1,-1,-1,-1,-1
Hotel Crown City,Chittagong,"BDT 2,547",0,Review score,17,5.6,8,-1,-1,-1,-1,-1
White Orchid,Cox's Bazar,"BDT 4,098",3,Review score,52,6.7,7.4,7.5,6.8,7.5,6,-1
Sea Front Resort,Cox's Bazar,"BDT 2,215",0,Review score,22,5.4,6.1,-1,-1,-1,-1,-1
Hotel Olio Dream Heaven Panthapath,Dhaka,"BDT 3,156",2,Review score,8,3.4,3.8,3.8,6.6,-1,-1,-1
Marino Hotel - Best near Airport,"Uttara, Dhaka","BDT 5,537",3,Good,27,7,7.1,7.3,7.3,8,7.2,-1
Exotica Sampan,Cox's Bazar,"BDT 6,645",0,Review score,31,6.7,8.7,-1,-1,-1,-1,-1
Beach Queen Resort,Cox's Bazar,"BDT 4,430",3,Review score,16,6.4,7.3,6.8,6.8,-1,-1,-1
Saanha Windtrip,Sylhet,"BDT 2,769",0,Good,26,7.3,7.6,7.5,7.6,7.3,9.2,-1
Ashiana Serviced Apartment,Sylhet,"BDT 4,098",0,Wonderful,11,9.4,9.3,9.8,7.5,-1,-1,-1
Hotel green garden old salata Qatar,Dhaka,"BDT 3,322",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Apartment Next to Dhaka Airport Private Room,Dhaka,"BDT 2,420",0,Review score,4,5.5,6.3,-1,-1,-1,-1,-1
Karabi Lodge,Dhaka,"BDT 5,050",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Artsthetic Home,Dhaka,"BDT 2,049",0,Review score,1,5,7.5,-1,-1,-1,-1,-1
Take Rest (Lovely Room),Dhaka,"BDT 2,193",0,Review score,1,5,5,5,2.5,7.5,-1,-1
Royal Park Residential Hotel,Chittagong,"BDT 2,436",0,Review score,27,4.5,4.8,8,3.2,-1,-1,-1
Hotel Sea Uttara,Cox's Bazar,"BDT 3,544",0,Good,22,7,8.3,-1,-1,-1,-1,-1
Studio apartment nearby Dhaka airport,Dhaka,"BDT 2,769",0,Review score,3,6.3,7.5,-1,-1,-1,-1,-1
Bashundhara Cottage,Dhaka,"BDT 2,243",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Take Rest (Service Apartment),Dhaka,"BDT 2,073",0,Review score,1,4,2.5,5,5,7.5,-1,-1
"Bashundhara R/A, A-8, Road 2, Block D",Dhaka,"BDT 12,625",0,Review score,0,0,-1,-1,-1,-1,-1,-1
"Bashundhara R/A, A-8, Road 2, Block D",Dhaka,"BDT 12,625",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Mermaid Beach Resort,Dhoāpālong,"BDT 24,586",0,Review score,5,6.4,5,8.5,-1,-1,-1,-1
KM Bros Apartments,Sylhet,"BDT 1,993",0,Good,1,7,7.5,10,5,-1,-1,-1
Cozy Red Velvete Room,Dhaka,"BDT 1,754",0,Review score,2,4.5,5,6.3,6.3,5,-1,-1
Hotel Highgarden,"Uttara, Dhaka","BDT 5,701",3,Good,27,7.7,8.7,8.6,7.7,8.4,8,-1
Rajanigandha Family Suites,"Uttara, Dhaka","BDT 5,537",0,Very Good,26,8.1,8,8.1,7.8,8,8.8,-1
Hotel Razmoni Isha Kha International,Dhaka,"BDT 5,980",4,Review score,2,1,8.8,2.5,10,-1,-1,-1
Hotel Singpore International (Residence),Dhaka,"BDT 1,993",0,Review score,5,6.4,6.5,-1,-1,-1,-1,-1
Hotel Olio Dream Heaven Panthapath,Dhaka,"BDT 3,156",2,Review score,8,3.4,3.8,3.8,6.6,-1,-1,-1
Marino Hotel - Best near Airport,"Uttara, Dhaka","BDT 5,537",3,Good,27,7,7.1,7.3,7.3,8,7.2,-1
Exotica Sampan,Cox's Bazar,"BDT 6,091",0,Review score,31,6.7,8.7,-1,-1,-1,-1,-1
Sunapur Mini Resort Sylhet,Sylhet,BDT 997,0,Review score,2,6,7.5,6.3,-1,-1,-1,-1
Apartment Next to Dhaka Airport Private Room,Dhaka,"BDT 2,420",0,Review score,4,5.5,6.3,-1,-1,-1,-1,-1
Aristocrat Inn,"Gulshan, Dhaka","BDT 5,261",3,Good,18,7.8,8.1,7.8,7.9,8.5,8.1,-1
Gulshan Place 65,"Gulshan, Dhaka","BDT 3,357",0,Review score,5,3.4,6.3,-1,-1,-1,-1,-1
Dhaka Uttara Guest House Service,Ābdullāpur,"BDT 7,863",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hosen monjil guest house,Jaflang,"BDT 1,993",0,Review score,0,0,-1,-1,-1,-1,-1,-1
CAS (Guest House),"Gulshan, Dhaka","BDT 2,769",0,Review score,5,3.2,5.6,-1,-1,-1,-1,-1
Appayan Guest House Baridhara,Dhaka,"BDT 2,326",2,Good,62,7.4,7.8,7.9,8.1,7.9,-1,-1
Hotel The Sylhet Int.,Dhaka,"BDT 1,772",2,Wonderful,3,9,7.5,7.5,8.3,8.3,-1,-1
Stunning 1-Bed Apartment in Dhaka close to airport,Dhaka,"BDT 2,604",0,Review score,1,1,2.5,2.5,2.5,-1,-1,-1
Daily Rent Room in Mirpur,"Mirpur, Dhaka","BDT 2,215",0,Review score,0,0,-1,-1,-1,-1,-1,-1
White Rose Suites Ltd,"Uttara, Dhaka","BDT 2,719",1,Review score,30,6.4,7,6.7,7.8,-1,-1,-1
Laguna Beach Hotel & Resort,Cox's Bazar,"BDT 2,326",3,Review score,89,5.7,6.2,6.6,6.4,7.8,5.9,-1
Take Rest (Private Room),Dhaka,"BDT 1,993",0,Review score,3,4.7,5,5.8,-1,-1,-1,-1
Take Rest (Private Room),Dhaka,"BDT 1,993",0,Review score,3,4.7,5,5.8,-1,-1,-1,-1
Zannat Properties,Dhaka,"BDT 3,322",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Indropuri International,Dhaka,"BDT 2,915",0,Review score,2,2,3.8,-1,-1,-1,-1,-1
Hotel Shahin(residential),Dhaka,"BDT 2,630",0,Exceptional,1,10,10,10,-1,-1,-1,-1
Bashundhara Bilash,Dhaka,"BDT 4,386",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Shopnonir Hotel & Restaurant,Chittagong,"BDT 1,993",0,Review score,3,4,6.7,-1,-1,-1,-1,-1
Cutie Home,Dhaka,"BDT 3,101",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Eastern House - Peaceful Living at Diplomatic Zone,"Gulshan, Dhaka","BDT 4,651",3,Review score,19,6.5,7,7,6.2,8.8,7.5,-1
Bashati Bay Resort,Cox's Bazar,"BDT 1,661",3,Review score,10,3.5,5.6,4.4,7.2,-1,-1,-1
RUMANAS RESIDENT,Dhaka,"BDT 4,984",0,Wonderful,1,9,10,-1,-1,-1,-1,-1
Guest Room near Stadium and Heart Foundation in Mirpur,"Mirpur, Dhaka","BDT 1,683",0,Review score,4,6.5,6.7,-1,-1,-1,-1,-1
Family Short Stay Room in Mirpur,"Mirpur, Dhaka","BDT 1,554",0,Review score,3,6.7,7.5,-1,-1,-1,-1,-1
PULSE Social Guest House,Cox's Bazar,BDT 997,0,Review score,3,2.7,3.3,-1,-1,-1,-1,-1
BASHUNDHARA BILASH,Dhaka,"BDT 2,293",0,Review score,1,1,2.5,-1,-1,-1,-1,-1
Grand Palace Hotel & Resorts Sylhet,Sylhet,"BDT 11,629",3,Excellent,13,8.8,8.8,9.2,8.7,8.1,-1,-1
Monas Palace.,Sylhet,"BDT 10,521",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Shahin Residential Jatrabari,Dhaka,"BDT 1,661",0,Review score,5,4.8,6.5,-1,-1,-1,-1,-1
White Palace,Dhaka,"BDT 3,954",0,Review score,0,0,-1,-1,-1,-1,-1,-1
"HOTEL LIVING INTERNATIONAL, ASHKONA",Dhaka,"BDT 2,326",3,Review score,7,3.4,3.6,3.2,5,-1,-1,-1
Ishrat's serviced apartment,Dhaka,"BDT 3,411",0,Review score,5,4.8,5,-1,-1,-1,-1,-1
UH Airway Beautiful 2 Bedroom Apartment At Uttara,"Uttara, Dhaka","BDT 2,481",0,Review score,1,1,2.5,-1,-1,-1,-1,-1
Hotel Silver Bay,Cox's Bazar,"BDT 2,436",0,Review score,27,5.9,6.3,7.5,7.5,-1,-1,-1
White House Hotel - City center,Dhaka,"BDT 3,987",3,Review score,7,6.1,5.8,6.3,6.3,7.5,10,-1
Hibiscus Apartments,Dhaka,"BDT 5,482",0,Exceptional,1,10,10,10,10,-1,-1,-1
Your Home Away B&B,Sylhet,"BDT 1,218",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hibiscus Apartments,Dhaka,"BDT 5,482",0,Exceptional,1,10,10,10,10,-1,-1,-1
Hotel Nice Look,"Uttara, Dhaka","BDT 2,824",3,Review score,0,0,-1,-1,-1,-1,-1,-1
Space Hotel and Apartments,"Gulshan, Dhaka","BDT 16,059",4,Very Good,6,8.2,9.2,7.9,10,-1,-1,-1
Star Home,Dhaka,"BDT 4,236",0,Review score,0,0,-1,-1,-1,-1,-1,-1
RK Guest Home,Dhaka,"BDT 2,658",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Beach Park,Cox's Bazar,"BDT 3,876",2,Review score,26,5.3,7,6.3,7.8,-1,-1,-1
Dhaka Comfort Inn & Suite,"Uttara, Dhaka","BDT 2,769",0,Review score,12,4.9,4.6,6.7,2.5,-1,-1,-1
Hotel Sea Queen,Cox's Bazar,"BDT 1,329",1,Review score,2,1,5,5,5,-1,-1,-1
Hotel Royal Avenue,Chittagong,"BDT 2,990",0,Review score,1,2,7.5,-1,-1,-1,-1,-1
3 bedroom fully furnished Gulshan apartment,"Gulshan, Dhaka","BDT 6,645",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Choudhury Duplex,Sylhet,"BDT 2,442",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Lovely 3BHK Airport Close Furnished Family Apartment,"Uttara, Dhaka","BDT 1,861",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Hotel Quality Home,Cox's Bazar,"BDT 2,769",1,Review score,2,3.5,7.5,7.5,7.5,7.5,-1,-1
Golpata Bed & Breakfast,Dhaka,"BDT 3,322",0,Exceptional,1,10,7.5,-1,-1,-1,-1,-1
Spacious Penthouse in heart of city. By GEC circle,Chittagong,"BDT 4,146",0,Very Good,3,8,8.3,9.2,8.3,-1,-1,-1
Smart Stay,Dhaka,"BDT 3,544",0,Review score,1,1,-1,-1,-1,-1,-1,-1
Fakhruddin Villa,"Mirpur, Dhaka","BDT 1,329",0,Review score,3,2,2.5,2.5,2.5,-1,-1,-1
Hotel Shams Plaza,Cox's Bazar,"BDT 2,769",0,Review score,9,3.2,4.2,6.9,5,-1,-1,-1
Baridhara Guest House,Dhaka,"BDT 2,326",0,Review score,0,0,-1,-1,-1,-1,-1,-1
*NEW BUILD* Luxury Holiday Home,Sylhet,"BDT 3,987",0,Exceptional,1,10,10,10,-1,-1,-1,-1
Ur Homestay Luxury,"Uttara, Dhaka","BDT 3,987",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Calm & Cozy Guest Room with Free Breakfast-Parking,"Mirpur, Dhaka","BDT 4,430",0,Review score,3,5.3,6.3,-1,-1,-1,-1,-1
Suite Sadaf,Cox's Bazar,"BDT 4,430",3,Review score,13,5.6,6.2,6.3,7.3,-1,-1,-1
Tourist Home,"Uttara, Dhaka","BDT 2,879",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Kh property,Dhaka,"BDT 3,101",0,Review score,0,0,-1,-1,-1,-1,-1,-1
Kh property,Dhaka,"BDT 3,101",0,Review score,0,0,-1,-1,-1,-1,-1,-1
